id,value
id_147,51.84424977899919
id_148,23.57138113367325
id_149,38.397542652632715
id_150,10.191429068881224
id_151,8.10483908872926
id_152,23.525372172059086
id_153,6.418156173096108
id_154,15.034562390538472
id_155,41.093170896030244
id_156,7.772856479743528
id_157,36.259138747556946
id_158,11.03107113986458
id_159,18.73981752775329
id_160,41.51066815822972
id_161,19.344402010009603
id_162,13.271013157292614
id_163,7.835404467827242
id_164,52.658721044458304
id_165,31.199327820065456
id_166,-0.41387499618204515
id_167,16.29910388360522
id_168,63.674012960140104
id_169,14.209840565840157
id_170,63.73314121417158
id_171,39.04709619577268
id_172,26.973257265843984
id_173,20.379644432042348
id_174,61.1268776497061
id_175,25.0402229033773
id_176,20.994758264854557
id_177,37.62359454839019
id_178,12.56416744204947
id_179,31.170591763537892
id_180,16.743130125476043
id_181,11.792544049173394
id_182,55.77513753182197
id_183,46.47323374215948
id_184,15.661560705746115
id_185,35.207565534469424
id_186,26.251695821673064
id_187,69.40002144507852
id_188,10.01333766298285
id_189,57.948080076996916
id_190,38.37769394699514
id_191,15.466834233749946
id_192,29.11555318965751
id_193,0.20137835965539352
id_194,19.19822400206172
id_195,0.888365108750385
id_196,33.799046267487114
id_197,10.481747969521667
id_198,18.942432641728416
id_199,60.1764356520987
id_200,24.970711437156357
id_201,25.586936611410515
id_202,64.59141279107705
id_203,10.555109373609818
id_204,9.196904731291614
id_205,11.286118980991553
id_206,7.244475330072582
id_207,1.670022618201095
id_208,124.05977136566229
id_209,20.69572816780693
id_210,16.258941352327337
id_211,13.818684197267
id_212,36.34676343666278
id_213,35.95713410227005
id_214,18.895551176985315
id_215,34.85558094191729
id_216,78.59937145321997
id_217,0.4951420028586355
id_218,12.897622601695037
id_219,31.79977696585835
id_220,14.951913188776638
id_221,12.714536484003945
id_222,113.31738334294073
id_223,12.965903000753155
id_224,16.39397960819313
id_225,64.06181335680486
id_226,16.04519906286611
id_227,19.61269726762924
id_228,10.198128268853154
id_229,3.6907945382270455
id_230,46.25842832089377
id_231,12.729927356502236
id_232,54.00598855791187
id_233,42.572492474463786
id_234,25.308657606218375
id_235,41.07519176788748
id_236,69.05647645073569
id_237,42.099958277487715
id_238,11.139117061528623
id_239,18.2624085752676
